year,continent,"disaster type",occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage"
1964,Oceania,Storm,2,500,0,0,0,0,0
1965,Africa,Drought,8,4000,3732000,0,0,3732000,0
1965,Africa,Earthquake,2,4,74000,700,24000,98700,4000
1965,Africa,Epidemic,6,120,4900,0,0,4900,0
1965,Africa,Flood,4,150,95626,0,0,95626,10000
1965,Americas,Drought,2,0,200000,0,0,200000,0
1965,Americas,Earthquake,6,1064,221164,2976,96000,320140,376000
1965,Americas,Epidemic,2,14,340,0,0,340,0
1965,Americas,Flood,18,1510,1323000,0,130000,1453000,83200
1965,Americas,Landslide,6,206,0,0,0,0,0
1965,Americas,"Mass movement (dry)",2,52,0,44,0,44,0
1965,Americas,Storm,8,1256,2400,2000,0,4400,3221400
1965,Americas,Wildfire,2,0,0,0,0,0,2000
1965,Asia,Drought,4,3000000,200000000,0,0,200000000,254236
1965,Asia,Earthquake,4,222,0,0,0,0,0
1965,Asia,Epidemic,4,1498,205000,0,0,205000,0
1965,Asia,"Extreme temperature ",2,200,0,0,0,0,0
1965,Asia,Flood,12,1026,7243000,490,46428,7289918,257000
1965,Asia,Storm,24,118530,21180000,1201878,10000400,32382278,117400
1965,Asia,"Volcanic activity",2,710,100000,1570,16000,117570,20000
1965,Europe,Earthquake,2,76,60000,506,0,60506,16000
1965,Europe,Flood,4,116,160000,30000,0,190000,694000
1965,Europe,Landslide,4,202,0,0,0,0,0
1965,Europe,Storm,2,74,0,0,0,0,0
1965,Oceania,Storm,4,4,20000,0,0,20000,0
1966,Africa,Drought,12,0,0,0,0,0,0
1966,Africa,Earthquake,4,256,16000,2220,0,18220,3400
1966,Africa,Epidemic,4,400,5884,0,0,5884,0
1966,Africa,Flood,4,114,44000,24,31800,75824,20100
1966,Africa,Storm,2,0,0,30,0,30,400
1966,Americas,Drought,2,0,312000,0,0,312000,0
1966,Americas,Earthquake,4,248,121200,3012,98512,222724,30800
1966,Americas,"Extreme temperature ",4,524,0,0,0,0,0
1966,Americas,Flood,16,1312,619942,3514,65000,688456,187064
1966,Americas,Landslide,4,800,8000000,0,0,8000000,54
1966,Americas,Storm,28,1858,640000,2850,67000,709850,505000
1966,Asia,Drought,4,16000,408000,0,0,408000,0
1966,Asia,Earthquake,8,4976,256000,3200,0,259200,42000
1966,Asia,Flood,24,2280,5931106,1230,536326,6468662,206000
1966,Asia,Landslide,2,128,0,0,0,0,0
1966,Asia,Storm,14,2590,3729528,284,780000,4509812,105644
1966,Asia,"Volcanic activity",4,2176,90000,4120,0,94120,0
1966,Europe,Earthquake,6,24,252000,346,0,252346,636000
1966,Europe,Flood,2,140,0,0,2600000,2600000,4000000
1966,Europe,Landslide,2,280,0,0,0,0,0
1966,Europe,Storm,2,0,0,0,0,0,0
1966,Oceania,Storm,10,206,192000,0,0,192000,1200
1967,Africa,Drought,4,0,156966,0,0,156966,400
1967,Africa,Flood,6,40,162400,0,0,162400,367000
1967,Africa,Landslide,2,308,1000,0,336,1336,0
1967,Africa,Storm,2,0,40000,48,7000,47048,10000
1967,Americas,Earthquake,4,602,240000,3472,0,243472,101200
1967,Americas,Epidemic,4,178,1944,0,0,1944,0
1967,Americas,Flood,20,1818,888488,3414,191600,1083502,154052
1967,Americas,Landslide,2,872,0,0,0,0,0
1967,Americas,Storm,20,806,544000,0,0,544000,783000
1967,Asia,Drought,4,0,5600000,0,0,5600000,0
1967,Asia,Earthquake,10,1370,577426,5706,190580,773712,6800
1967,Asia,Epidemic,6,6096,427200,0,0,427200,0
1967,Asia,Flood,24,2110,3452234,68,230000,3682302,122800
1967,Asia,Storm,20,3670,597148,1798,0,598946,69400
1967,Asia,Wildfire,2,0,0,0,0,0,0
1967,Europe,Earthquake,6,54,65854,520,10800,77174,50000
1967,Europe,Flood,2,924,2000,200,0,2200,6000
1967,Europe,Storm,4,10,0,200,0,200,40000
1967,Oceania,Drought,2,1200,0,0,0,0,1200000
1967,Oceania,Storm,4,24,0,0,0,0,0
1967,Oceania,Wildfire,2,124,6000,200,0,6200,137000
1968,Africa,Drought,6,0,888000,0,0,888000,5000
1968,Africa,Flood,10,82,184000,0,12000,196000,213340
1968,Africa,Landslide,2,308,1200,0,336,1536,0
1968,Africa,Storm,2,58,130000,0,20000,150000,6200
1968,Americas,Drought,8,0,1340434,0,0,1340434,123000
1968,Americas,Earthquake,6,52,4600,1240,0,5840,4200
1968,Americas,"Extreme temperature ",4,306,0,0,0,0,0
1968,Americas,Flood,4,48,42600,400,12520,55520,9000
1968,Americas,Storm,12,318,2956,0,126,3082,16100
1968,Americas,"Volcanic activity",2,174,24782,0,6560,31342,10000
1968,Asia,Earthquake,12,21170,165000,9384,0,174384,344000
1968,Asia,Epidemic,8,354,6298,0,0,6298,0
1968,Asia,Flood,24,14338,47441784,200000,1758648,49400432,612022
1968,Asia,Landslide,4,2044,200,14,0,214,0
1968,Asia,Storm,22,2816,580846,2098,138626,721570,33200
1968,Asia,"Volcanic activity",2,6,90000,0,12000,102000,10000
1968,Asia,Wildfire,4,0,0,0,0,0,0
1968,Europe,Earthquake,6,488,148000,1222,7200,156422,578400
1968,Europe,Flood,2,144,0,0,6000,6000,0
1968,Europe,Landslide,2,40,44,0,0,44,0
1968,Europe,Storm,4,44,1400,0,0,1400,67000
1968,Oceania,Earthquake,4,6,8348,60,800,9208,10538
1968,Oceania,Storm,10,102,2000,8,400,2408,476
1968,Oceania,Wildfire,2,24,2000,0,1600,3600,2000
1969,Africa,Drought,12,0,12550000,0,0,12550000,385600
1969,Africa,Earthquake,4,66,2000,330,840,3170,640
1969,Africa,Epidemic,12,5898,177156,0,0,177156,0
1969,Africa,Flood,6,1232,947138,474,0,947612,220400
1969,Africa,Storm,2,162,80000,80,6000,86080,10000
1969,Americas,Drought,2,0,257208,0,0,257208,20000
1969,Americas,Earthquake,2,300,6000,432,0,6432,10000
1969,Americas,Epidemic,14,868,80208,0,0,80208,14
1969,Americas,Flood,10,876,193760,6488,34768,235016,820640
1969,Americas,Landslide,2,36,0,0,0,0,0
1969,Americas,Storm,20,2088,45600,84,0,45684,2911200
1969,Asia,Drought,6,0,5096000,0,40000,5136000,24400
1969,Asia,Earthquake,8,6310,96000,1494,0,97494,0
1969,Asia,Epidemic,2,274,3076,0,0,3076,0
1969,Asia,Flood,12,980,2458528,818,0,2459346,61800
1969,Asia,Storm,24,4208,1206932,32106,47886,1286924,209518
1969,Asia,"Volcanic activity",4,0,503400,0,0,503400,400
1969,Asia,Wildfire,4,0,0,0,0,0,0
1969,Europe,Earthquake,2,30,400000,2232,170000,572232,100000
1969,Europe,Storm,2,46,0,0,0,0,0
1969,Oceania,Storm,2,0,0,0,0,0,6000
1970,Africa,Drought,2,0,175200,0,0,175200,4000
1970,Africa,Epidemic,6,1878,16354,0,0,16354,0
1970,Africa,Flood,4,22,532882,6,0,532888,60400
1970,Africa,Storm,2,140,20000,0,0,20000,22800
1970,Americas,Drought,2,0,20000000,0,0,20000000,200
1970,Americas,Earthquake,10,134564,6301818,287418,55984,6645220,1072800
1970,Americas,Flood,30,1616,10898432,1200,220000,11119632,522140
1970,Americas,Storm,14,224,10000,0,0,10000,1256000
1970,Americas,Wildfire,2,0,0,0,0,0,200000
1970,Asia,Earthquake,10,22604,181344,5952,0,187296,127200
1970,Asia,Epidemic,2,0,0,0,0,0,0
1970,Asia,Flood,22,3750,40950140,2000,700736,41652876,326400
1970,Asia,Landslide,6,168,226,0,0,226,0
1970,Asia,Storm,28,608530,10794090,10064,154160,10958314,699798
1970,Asia,Wildfire,4,0,0,0,0,0,0
1970,Europe,Flood,6,1104,3077510,0,3300,3080810,1706600
1970,Europe,Landslide,4,204,96,0,0,96,0
1970,Europe,"Mass movement (dry)",2,84,0,74,0,74,0
1970,Europe,Storm,2,70,400,0,0,400,6400
1970,Oceania,Earthquake,2,30,0,0,0,0,3500
1970,Oceania,Storm,2,26,0,0,0,0,144950
1971,Africa,Drought,12,0,1998000,0,0,1998000,7800
1971,Africa,Epidemic,2,4624,14952,0,0,14952,0
1971,Africa,Flood,2,1000,1000000,0,0,1000000,0
1971,Americas,Earthquake,4,300,4697044,2902,0,4699946,1542800
1971,Americas,Epidemic,2,2,0,0,0,0,0
1971,Americas,Flood,16,1080,782800,4000,0,786800,12200
1971,Americas,Landslide,6,1640,12,0,0,12,0
1971,Americas,"Mass movement (dry)",2,62,0,0,3000,3000,0
1971,Americas,Storm,14,420,185600,100,3600,189300,5760
1971,Americas,"Volcanic activity",4,0,10000,0,1200,11200,4000
1971,Asia,Drought,2,0,0,0,0,0,0
1971,Asia,Earthquake,4,1870,120000,2400,54930,177330,10000
1971,Asia,Flood,8,2674,530000,0,30000,560000,1060400
1971,Asia,Landslide,2,200,0,0,0,0,0
1971,Asia,Storm,26,21196,9900500,594,4095000,13996094,62580
1971,Asia,Wildfire,4,0,0,0,0,0,0
1971,Europe,Earthquake,2,44,8240,200,0,8440,83200
1971,Europe,"Extreme temperature ",2,800,0,0,0,0,200000
1971,Europe,Flood,2,0,1200,0,0,1200,0
1971,Europe,Storm,2,0,0,0,0,0,110000
1971,Oceania,Flood,2,54,0,0,0,0,40000
1971,Oceania,Landslide,2,200,0,0,0,0,0
1971,Oceania,Storm,2,6,0,0,0,0,238438
1971,Oceania,"Volcanic activity",2,0,12000,0,0,12000,0
1972,Africa,Drought,6,0,230000,0,0,230000,0
1972,Africa,Flood,2,0,2000,0,0,2000,100
1972,Africa,Storm,4,186,5050000,144,20000,5070144,24840
1972,Americas,Drought,2,0,600000,0,0,600000,14000
1972,Americas,Earthquake,4,20024,3800000,40000,750000,4590000,1730000
1972,Americas,"Extreme temperature ",4,220,0,0,0,0,0
1972,Americas,Flood,8,704,286600,140,0,286740,242018
1972,Americas,Landslide,4,940,0,0,0,0,0
1972,Americas,Storm,4,512,0,0,0,0,4200000
1972,Asia,Drought,6,0,408800000,0,0,408800000,360000
1972,Asia,Earthquake,4,10314,44252,2664,0,46916,2000
1972,Asia,Flood,18,4392,6919522,1790,1421004,8342316,586868
1972,Asia,Landslide,6,570,2000,0,0,2000,0
1972,Asia,Storm,20,2010,10040150,1356,54000,10095506,96000
1972,Asia,Wildfire,6,0,0,0,0,0,0
1972,Europe,Earthquake,2,2,900,0,0,900,0
1972,Europe,Epidemic,2,70,348,0,0,348,0
1972,Europe,Flood,2,0,0,0,0,0,40000
1972,Europe,Storm,8,108,0,0,0,0,840000
1972,Oceania,Storm,16,38,242800,0,0,242800,45000
1973,Africa,Drought,2,200000,6000000,0,0,6000000,152000
1973,Africa,Flood,8,264,284480,0,122000,406480,30000
1973,Africa,Wildfire,2,0,0,0,10000,10000,0
1973,Americas,Drought,2,0,0,0,0,0,0
1973,Americas,Earthquake,6,1076,7126,196,168,7490,400
1973,Americas,"Extreme temperature ",2,44,0,0,0,0,0
1973,Americas,Flood,18,454,320000,398,60000,380398,1237000
1973,Americas,Landslide,10,7082,0,0,0,0,0
1973,Americas,Storm,8,232,5492,620,0,6112,103400
1973,Asia,Earthquake,2,28,0,128,0,128,900
1973,Asia,"Extreme temperature ",4,522,0,0,0,0,0
1973,Asia,Flood,10,1928,9610000,1224,4500,9615724,1323986
1973,Asia,Storm,20,8196,7150476,30124,110000,7290600,14000
1973,Asia,Wildfire,4,0,0,0,0,0,0
1973,Europe,Flood,2,1000,0,0,0,0,800000
1973,Europe,Storm,10,136,10000,0,0,10000,960000
1973,Europe,"Volcanic activity",2,0,10400,0,0,10400,49400
1973,Oceania,Flood,2,24,22000,0,2000,24000,142000
1973,Oceania,Storm,6,124,13700,0,400,14100,1000
1974,Africa,Drought,2,38000,460000,0,0,460000,0
1974,Africa,Epidemic,2,0,1000,0,0,1000,0
1974,Africa,Flood,10,124,3972000,0,36000,4008000,68000
1974,Americas,Drought,2,0,1014000,0,0,1014000,0
1974,Americas,Earthquake,2,156,82520,4828,0,87348,20000
1974,Americas,Epidemic,2,3000,60000,0,0,60000,0
1974,Americas,Flood,10,536,766000,0,0,766000,462000
1974,Americas,Landslide,10,1642,24000,2000,3000,29000,43400
1974,Americas,Storm,14,16934,1640000,0,0,1640000,3098000
1974,Asia,Drought,2,0,0,0,0,0,0
1974,Asia,Earthquake,6,49460,60000,30146,10400,100546,6510
1974,Asia,Flood,16,58174,77463646,0,4150000,81613646,1272000
1974,Asia,"Insect infestation",2,0,0,0,0,0,0
1974,Asia,Landslide,4,88,0,0,0,0,0
1974,Asia,Storm,36,6636,252990,534,12882,266406,910600
1974,Asia,Wildfire,6,0,0,0,0,0,0
1974,Europe,Landslide,6,78,0,0,0,0,0
1974,Europe,Storm,2,0,0,0,0,0,44000
1974,Oceania,Drought,2,0,0,0,0,0,0
1974,Oceania,Flood,2,28,0,0,0,0,11944
1974,Oceania,Storm,4,152,90000,1280,0,91280,2193434
1975,Africa,Flood,12,52,496000,0,0,496000,0
1975,Africa,Storm,8,56,1692398,218,0,1692616,407200
1975,Americas,Epidemic,2,0,214,0,0,214,0
1975,Americas,"Extreme temperature ",4,252,0,1200,0,1200,1200000
1975,Americas,Flood,4,236,1496000,0,160000,1656000,519200
1975,Americas,Storm,18,382,400,80,600,1080,1105000
1975,Americas,"Volcanic activity",6,4,0,0,0,0,0
1975,Asia,Drought,2,0,0,0,0,0,0
1975,Asia,Earthquake,6,24864,100000,6744,0,106744,34000
1975,Asia,"Extreme temperature ",2,28,0,0,0,0,0
1975,Asia,Flood,14,1288,60106410,186,14000300,74106896,1543918
1975,Asia,"Insect infestation",2,0,0,0,0,0,1850
1975,Asia,Landslide,4,310,150000,0,0,150000,0
1975,Asia,Storm,22,1644,10748,212,7956,18916,1414322
1975,Europe,Flood,2,120,2000000,0,0,2000000,100000
1975,Europe,Landslide,6,80,0,0,0,0,0
1975,Oceania,Earthquake,2,400,0,0,0,0,0
1975,Oceania,Flood,2,0,0,0,0,0,109368
1975,Oceania,Storm,8,0,46000,0,0,46000,129722
1975,Oceania,Wildfire,4,0,0,0,0,0,0
1976,Africa,Drought,4,0,6240000,0,0,6240000,0
1976,Africa,Epidemic,6,792,1136,0,0,1136,0
1976,Africa,Flood,2,0,100000,0,40000,140000,0
1976,Africa,Storm,2,32,1000000,52,17700,1017752,34000
1976,Americas,Earthquake,8,46042,7500000,154016,2372000,10026016,2008000
1976,Americas,Flood,10,444,46000,0,0,46000,122000
1976,Americas,Landslide,4,146,0,32,0,32,0
1976,Americas,Storm,4,1440,950000,2800,200000,1152800,200000
1976,Americas,"Volcanic activity",6,2,330000,6,10000,340006,0
1976,Americas,Wildfire,2,0,0,0,0,0,0
1976,Asia,Drought,2,0,0,0,0,0,0
1976,Asia,Earthquake,22,506076,1774000,380274,102000,2256274,11908000
1976,Asia,Flood,18,1476,19364156,40,400000,19764196,1093106
1976,Asia,Landslide,8,484,0,0,0,0,200000
1976,Asia,Storm,32,1872,7258886,784,5068,7264738,2490766
1976,Asia,"Volcanic activity",4,80,23020,0,0,23020,1358
1976,Europe,Drought,2,0,0,0,0,0,0
1976,Europe,Earthquake,8,1870,222944,3512,274000,500456,7370000
1976,Europe,Storm,18,164,0,0,0,0,2600000
1976,Oceania,Drought,4,0,0,0,0,0,0
1976,Oceania,Earthquake,2,0,0,0,0,0,0
1976,Oceania,Flood,4,0,20258,0,0,20258,0
1976,Oceania,Storm,16,18,0,0,0,0,454022
1977,Africa,Drought,12,0,8416800,0,0,8416800,600000
1977,Africa,Epidemic,8,1000,30558,0,0,30558,0
1977,Africa,Flood,16,822,1124000,0,169800,1293800,136000
1977,Africa,Storm,6,52,60000,302,0,60302,700000
1977,Africa,"Volcanic activity",8,424,42000,0,130000,172000,0
1977,Americas,Drought,8,0,900000,0,0,900000,6000000
1977,Americas,Earthquake,2,140,0,200,80000,80200,160000
1977,Americas,Epidemic,6,52,600,0,0,600,0
1977,Americas,"Extreme temperature ",2,0,0,0,0,0,5600000
1977,Americas,Flood,24,480,349680,0,140600,490280,422000
1977,Americas,Landslide,2,0,0,0,200,200,0
1977,Americas,Storm,12,252,100000,200,33600,133800,13600
1977,Asia,Drought,12,0,7500000,0,0,7500000,0
1977,Asia,Earthquake,18,2664,968052,2820,0,970872,2600
1977,Asia,Epidemic,28,1282,315984,0,0,315984,0
1977,Asia,Flood,36,3670,4861972,14000,490120,5366092,95826
1977,Asia,Landslide,2,54,0,0,0,0,0
1977,Asia,Storm,38,30292,18429684,22968,10915300,29367952,1605920
1977,Asia,"Volcanic activity",2,6,20000,0,0,20000,44000
1977,Europe,Earthquake,4,3322,400000,22930,350000,772930,4000000
1977,Europe,Flood,16,164,57200,0,0,57200,786000
1977,Europe,Landslide,2,26,0,100,0,100,22000
1977,Oceania,Earthquake,4,70,12000,12,1000,13012,2400
1977,Oceania,Epidemic,2,34,704,0,0,704,0
1977,Oceania,Flood,4,0,240,0,0,240,35372
1977,Oceania,Storm,8,0,20000,10,0,20010,100098
1977,Oceania,Wildfire,4,6,0,0,0,0,49520
1978,Africa,Drought,6,0,1054000,0,0,1054000,51000
1978,Africa,Epidemic,12,552,7656,0,0,7656,0
1978,Africa,Flood,16,240,880000,1800,12000,893800,180400
1978,Africa,"Insect infestation",2,0,0,0,0,0,0
1978,Africa,Storm,6,348,196000,0,50000,246000,58000
1978,Africa,Wildfire,2,4,8000,400,6000,14400,0
1978,Americas,Drought,4,0,0,0,0,0,4600000
1978,Americas,Earthquake,2,18,7500,200,0,7700,0
1978,Americas,Epidemic,2,0,0,0,0,0,0
1978,Americas,Flood,18,248,395200,0,40000,435200,52600
1978,Americas,Storm,16,462,12200,340,15000,27540,214000
1978,Asia,Drought,6,126,12041770,0,0,12041770,2400
1978,Asia,Earthquake,10,50196,84446,1382,5000,90828,1830000
1978,Asia,Epidemic,28,5568,4024758,0,0,4024758,0
1978,Asia,"Extreme temperature ",2,300,0,0,0,0,0
1978,Asia,Flood,44,11278,83410888,1176,224400,83636464,1237826
1978,Asia,"Insect infestation",2,0,0,0,0,0,0
1978,Asia,Landslide,4,172,0,14,0,14,0
1978,Asia,Storm,48,6530,5843124,14638,160658,6018420,618168
1978,Asia,"Volcanic activity",4,0,52000,0,0,52000,0
1978,Asia,Wildfire,4,0,0,0,0,0,0
1978,Europe,Earthquake,6,110,1201800,270,400,1202470,800000
1978,Europe,Flood,6,14,2000,0,0,2000,710000
1978,Europe,Storm,2,2,0,38,0,38,2000
1978,Oceania,Drought,2,0,0,0,0,0,0
1978,Oceania,Flood,10,14,5452,0,0,5452,41420
1978,Oceania,Storm,12,10,200,0,0,200,2133228
1979,Africa,Drought,8,0,14980000,0,0,14980000,0
1979,Africa,Epidemic,4,542,3384,0,0,3384,0
1979,Africa,Flood,12,132,424620,0,1464,426084,28000
1979,Africa,"Insect infestation",2,0,0,0,0,0,0
1979,Africa,Storm,6,16,230000,514,10000,240514,350000
1979,Americas,Drought,2,0,10000000,0,0,10000000,0
1979,Americas,Earthquake,10,1314,39000,5434,200,44634,116000
1979,Americas,Flood,24,878,4176000,0,244000,4420000,64000
1979,Americas,Landslide,2,60,0,0,0,0,0
1979,Americas,Storm,22,3274,2595220,12526,700000,3307746,6415300
1979,Americas,"Volcanic activity",2,4,40000,0,0,40000,0
1979,Asia,Drought,12,36,27004000,0,0,27004000,400000
1979,Asia,Earthquake,28,2542,179000,6554,36000,221554,40300
1979,Asia,Epidemic,2,430,0,0,0,0,0
1979,Asia,"Extreme temperature ",6,940,0,0,0,0,0
1979,Asia,Flood,22,906,56175400,800,28000,56204200,220366
1979,Asia,Landslide,8,590,10600,36,0,10636,0
1979,Asia,Storm,24,1816,4351738,1066,125262,4478066,178500
1979,Asia,"Volcanic activity",4,514,34000,2000,20000,56000,0
1979,Asia,Wildfire,6,0,60000,0,0,60000,22000
1979,Europe,Earthquake,10,344,600000,1064,30000,631064,900000
1979,Europe,"Extreme temperature ",2,0,0,0,0,0,160000
1979,Europe,Flood,10,160,94000,540,20000,114540,64200
1979,Europe,"Volcanic activity",2,18,0,48,0,48,0
1979,Oceania,Earthquake,2,0,0,0,0,0,14150
1979,Oceania,Landslide,4,26,1200,0,0,1200,4932
1979,Oceania,Storm,10,140,53200,600,30000,83800,99938
1979,Oceania,Wildfire,2,0,0,0,0,0,8180
1980,Africa,Drought,18,0,16990000,0,0,16990000,0
1980,Africa,Earthquake,4,5270,957896,16918,886000,1860814,10400000
1980,Africa,Epidemic,10,1290,54390,0,0,54390,0
1980,Africa,Storm,2,50,14000,0,0,14000,134000
1980,Americas,Drought,2,0,206000,0,0,206000,0
1980,Americas,Earthquake,14,168,18300,876,0,19176,0
1980,Americas,"Extreme temperature ",2,2520,0,0,0,0,4000000
1980,Americas,Flood,28,718,1228700,100,12000,1240800,874000
1980,Americas,Storm,30,580,900000,468,1701800,2602268,3200180
1980,Americas,"Volcanic activity",2,180,0,0,5000,5000,1720000
1980,Americas,Wildfire,2,0,10000,0,0,10000,0
1980,Asia,Drought,4,0,2004200,0,0,2004200,0
1980,Asia,Earthquake,20,330,440000,11656,70000,521656,490000
1980,Asia,Epidemic,6,2080,0,0,0,0,0
1980,Asia,"Extreme temperature ",4,258,0,0,0,0,0
1980,Asia,Flood,40,20202,88788452,54246,300000,89142698,1416200
1980,Asia,Landslide,6,580,0,20,6000,6020,0
1980,Asia,"Mass movement (dry)",2,100,0,0,0,0,0
1980,Asia,Storm,40,2128,32700280,1242,2414958,35116480,251222
1980,Asia,"Volcanic activity",2,0,104470,0,0,104470,0
1980,Asia,Wildfire,4,0,0,0,0,0,0
1980,Europe,Drought,2,0,0,0,0,0,3000000
1980,Europe,Earthquake,10,9692,852600,16834,0,869434,40010000
1980,Europe,Flood,6,12,9600,26,0,9626,0
1980,Europe,Storm,2,0,0,0,0,0,0
1980,Oceania,Drought,2,0,80000,0,0,80000,0
1980,Oceania,Flood,4,0,5800,0,0,5800,0
1980,Oceania,Storm,12,36,56000,500,14000,70500,194368
1980,Oceania,Wildfire,2,0,0,80,0,80,51950
1981,Africa,Drought,14,206000,14660000,0,0,14660000,0
1981,Africa,Epidemic,8,4986,128332,0,0,128332,0
1981,Africa,Flood,14,354,1314000,100,370,1314470,2000
1981,Africa,Storm,4,214,237800,100,1800,239700,500250
1981,Americas,Drought,4,0,0,0,0,0,0
1981,Americas,Earthquake,10,92,24312,286,0,24598,10000
1981,Americas,Flood,14,734,404000,600,10000,414600,22000
1981,Americas,Landslide,8,362,36000,0,0,36000,0
1981,Americas,Storm,10,260,0,0,0,0,1960000
1981,Asia,Drought,4,0,0,0,0,0,0
1981,Asia,Earthquake,14,8248,115814,13724,0,129538,2010000
1981,Asia,Epidemic,2,8,1430,0,0,1430,0
1981,Asia,"Extreme temperature ",2,600,0,0,0,0,0
1981,Asia,Flood,42,9274,39305200,66524,412000,39783724,5222800
1981,Asia,Landslide,8,480,12000,0,0,12000,0
1981,Asia,Storm,58,7056,6677742,25738,117916,6821396,474768
1981,Asia,"Volcanic activity",2,384,0,0,10000,10000,0
1981,Asia,Wildfire,8,16,57176,0,40000,97176,0
1981,Europe,Drought,2,0,0,0,0,0,2920000
1981,Europe,Earthquake,10,72,161500,900,0,162400,1800000
1981,Europe,"Extreme temperature ",2,0,0,0,0,0,0
1981,Europe,Flood,8,200,1800,0,4000,5800,0
1981,Europe,Storm,12,42,21200,0,0,21200,500000
1981,Oceania,Drought,2,0,160000,0,0,160000,12000000
1981,Oceania,Flood,8,4,4500,0,0,4500,399030
1981,Oceania,Storm,16,8,13400,0,0,13400,18190
1982,Africa,Drought,16,0,4474600,0,0,4474600,2000
1982,Africa,Earthquake,2,34,0,0,0,0,0
1982,Africa,Epidemic,6,118,330,0,0,330,0
1982,Africa,Flood,12,458,1175000,28,160000,1335028,180000
1982,Africa,Landslide,2,2,20000,0,4432,24432,0
1982,Africa,"Mass movement (dry)",2,92,400,0,0,400,0
1982,Africa,Storm,8,190,69200,244,140000,209444,507946
1982,Americas,Drought,2,0,0,0,0,0,0
1982,Americas,Earthquake,12,144,61000,34,5000,66034,10000
1982,Americas,"Extreme temperature ",2,0,400,0,0,400,0
1982,Americas,Flood,28,3770,1996000,36912,10000,2042912,2321200
1982,Americas,Landslide,4,460,60000,0,0,60000,0
1982,Americas,Storm,32,1972,534000,600,181000,715600,5472800
1982,Americas,"Volcanic activity",2,200,50000,1000,30000,81000,234000
1982,Asia,Drought,6,560,204000000,0,0,204000000,0
1982,Asia,Earthquake,14,4060,914800,10044,4000,928844,4011900
1982,Asia,Epidemic,8,5706,350270,0,0,350270,0
1982,Asia,"Extreme temperature ",2,800,0,0,0,0,0
1982,Asia,Flood,44,4914,70183074,10444,570000,70763518,3416120
1982,Asia,Landslide,10,788,6000,230,5600,11830,0
1982,Asia,Storm,44,3362,14668344,3120,949966,15621430,2212050
1982,Asia,"Volcanic activity",4,60,660000,0,0,660000,320000
1982,Asia,Wildfire,4,0,0,0,18000,18000,0
1982,Europe,Drought,2,0,0,0,0,0,0
1982,Europe,Earthquake,8,2,14100,10,10000,24110,70000
1982,Europe,"Extreme temperature ",2,0,0,0,0,0,0
1982,Europe,Flood,12,154,480000,3200,4820,488020,1966000
1982,Europe,Landslide,6,30,8000,0,0,8000,1400000
1982,Europe,"Mass movement (dry)",2,26,0,0,0,0,0
1982,Europe,Storm,8,24,0,0,0,0,702000
1982,Europe,Wildfire,2,4,0,36,0,36,0
1982,Oceania,Storm,12,16,260000,28,93000,353028,106770
1983,Africa,Drought,34,901000,68846000,0,0,68846000,143508
1983,Africa,Earthquake,2,550,40000,2872,0,42872,0
1983,Africa,Epidemic,6,1178,12130,0,0,12130,0
1983,Africa,Flood,6,0,214000,0,60000,274000,2812
1983,Africa,Storm,8,172,87820,506,0,88326,96000
1983,Americas,Drought,14,40,46478098,0,0,46478098,1834400
1983,Americas,Earthquake,16,556,86950,2674,0,89624,928300
1983,Americas,"Extreme temperature ",4,410,5400,0,0,5400,0
1983,Americas,Flood,24,988,19349072,678,516000,19865750,5596800
1983,Americas,Landslide,10,1518,1400000,80,0,1400080,1977600
1983,Americas,"Mass movement (dry)",2,320,0,0,0,0,0
1983,Americas,Storm,22,816,506000,80,78000,584080,9312900
1983,Americas,"Volcanic activity",2,0,7000,0,0,7000,0
1983,Americas,Wildfire,2,0,0,0,0,0,0
1983,Asia,Drought,8,0,43382120,0,0,43382120,0
1983,Asia,Earthquake,20,3142,1672340,9692,112910,1794942,910454
1983,Asia,Epidemic,8,1260,3486,0,0,3486,0
1983,Asia,Flood,38,2900,20017230,158,701200,20718588,34020
1983,Asia,Landslide,14,782,50000,376,0,50376,0
1983,Asia,"Mass movement (dry)",4,594,0,0,0,0,0
1983,Asia,Storm,54,6236,4575284,7046,1294772,5877102,1215728
1983,Asia,"Volcanic activity",8,0,40870,0,2200,43070,350380
1983,Asia,Wildfire,4,0,0,0,0,0,0
1983,Europe,Drought,6,0,0,0,0,0,190000
1983,Europe,Earthquake,10,28,42960,134,30000,73094,100000
1983,Europe,Flood,24,164,1016600,48,12000,1028648,9209000
1983,Europe,Landslide,6,18,0,10,0,10,0
1983,Europe,"Mass movement (dry)",2,18,0,30,0,30,0
1983,Europe,Storm,18,56,2080,24,0,2104,6000
1983,Europe,"Volcanic activity",2,0,0,0,0,0,0
1983,Europe,Wildfire,14,62,0,40,0,40,400000
1983,Oceania,Drought,2,0,62000,0,0,62000,60000
1983,Oceania,Earthquake,2,20,0,0,0,0,0
1983,Oceania,Flood,6,112,26280,0,0,26280,23800
1983,Oceania,Storm,16,32,434264,128,0,434392,258926
1983,Oceania,"Volcanic activity",2,0,50000,0,0,50000,0
1983,Oceania,Wildfire,4,150,2000,0,22000,24000,863300
1984,Africa,Drought,12,0,6440000,0,0,6440000,0
1984,Africa,Epidemic,10,2250,14004,0,0,14004,0
1984,Africa,Flood,6,108,9000,0,2940,11940,0
