year,continent,"disaster type",occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage"
1997,Africa,Epidemic,72,19806,581246,0,0,581246,0
1997,Africa,Flood,36,6044,6206906,62,496440,6703408,31000
1997,Africa,"Insect infestation",2,0,0,0,0,0,7000
1997,Africa,Landslide,2,40,0,0,0,0,0
1997,Africa,Storm,8,384,1040000,120,160000,1200120,102100
1997,Africa,Wildfire,2,0,0,0,0,0,0
1997,Americas,Drought,8,0,1862400,0,0,1862400,62000
1997,Americas,Earthquake,10,178,114000,1566,33030,148596,308000
1997,Americas,Epidemic,10,44,55262,0,0,55262,0
1997,Americas,"Extreme temperature ",4,584,0,0,0,0,8000
1997,Americas,Flood,44,988,1320314,630,186818,1507762,15986174
1997,Americas,Landslide,4,624,60000,0,0,60000,0
1997,Americas,Storm,68,1972,2684150,2610,105000,2791760,5423600
1997,Americas,"Volcanic activity",6,104,8000,0,400,8400,16000
1997,Americas,Wildfire,10,20,7800,0,0,7800,5000
1997,Asia,Drought,6,1344,8130000,0,0,8130000,1328200
1997,Asia,Earthquake,30,5882,1762010,19048,588060,2369118,558886
1997,Asia,Epidemic,32,1498,113578,0,0,113578,0
1997,Asia,"Extreme temperature ",12,346,1404360,0,0,1404360,58000
1997,Asia,Flood,72,8072,79025756,52670,1083666,80162092,6184692
1997,Asia,Landslide,16,842,3054,150,4588,7792,0
1997,Asia,Storm,56,9582,21742086,31604,3514090,25287780,8895440
1997,Asia,"Volcanic activity",2,2,6000,0,0,6000,0
1997,Asia,Wildfire,6,480,80000,140,0,80140,16600000
1997,Europe,Drought,6,0,0,0,0,0,1640000
1997,Europe,Earthquake,2,28,0,200,76000,76200,9049800
1997,Europe,Epidemic,8,0,13256,0,0,13256,0
1997,Europe,"Extreme temperature ",10,278,20000,0,0,20000,0
1997,Europe,Flood,34,266,533346,4818,392778,930942,13566000
1997,Europe,Landslide,2,58,0,10,100,110,32600
1997,Europe,Storm,14,204,42910,290,1000,44200,194000
1997,Europe,Wildfire,8,28,2500,18,0,2518,0
1997,Oceania,Drought,4,120,1000000,0,0,1000000,0
1997,Oceania,Earthquake,2,200,0,0,0,0,0
1997,Oceania,Epidemic,2,0,246,0,0,246,0
1997,Oceania,Flood,4,0,1200,0,0,1200,0
1997,Oceania,Landslide,2,38,0,0,0,0,0
1997,Oceania,Storm,12,158,11480,440,31000,42920,454000
1997,Oceania,Wildfire,6,4,16000,0,0,16000,13400
1998,Africa,Drought,16,24,473400,0,0,473400,36400
1998,Africa,Epidemic,68,17474,238514,0,0,238514,0
1998,Africa,Flood,42,544,6019578,0,528500,6548078,121696
1998,Africa,"Insect infestation",2,0,0,0,0,0,3400
1998,Africa,Landslide,2,174,0,0,5000,5000,0
1998,Africa,Storm,2,36,0,320,0,320,330000
1998,Africa,Wildfire,6,150,2400,0,600,3000,0
1998,Americas,Drought,10,0,21840000,0,0,21840000,990000
1998,Americas,Earthquake,6,196,25150,186,15320,40656,0
1998,Americas,Epidemic,34,176,514204,0,0,514204,0
1998,Americas,"Extreme temperature ",4,460,0,0,0,0,8550000
1998,Americas,Flood,36,1108,942800,0,31000,973800,5551400
1998,Americas,Landslide,12,544,5200,76,240,5516,0
1998,Americas,Storm,82,39694,8854414,26744,250558,9131716,48159080
1998,Americas,"Volcanic activity",6,0,3616,0,0,3616,0
1998,Americas,Wildfire,16,106,122064,248,130,122442,650200
1998,Asia,Drought,6,16,5210000,0,0,5210000,0
1998,Asia,Earthquake,42,14566,6778920,38706,468100,7285726,2296200
1998,Asia,Epidemic,42,7984,1089362,0,0,1089362,0
1998,Asia,"Extreme temperature ",8,5626,68000,200,0,68200,0
1998,Asia,Flood,70,19332,543715132,247340,35324516,579286988,78657688
1998,Asia,Landslide,22,1200,400260,422,6000,406682,1780000
1998,Asia,Storm,64,10032,30284416,14972,22091772,52391160,9172182
1998,Asia,"Volcanic activity",2,0,12000,0,0,12000,0
1998,Asia,Wildfire,8,10,4600,0,0,4600,2608000
1998,Europe,Drought,2,0,0,0,0,0,0
1998,Europe,Earthquake,10,20,6000,210,3400,9610,144000
1998,Europe,"Extreme temperature ",12,452,4000,572,0,4572,0
1998,Europe,Flood,26,282,362980,582,122192,485754,2609518
1998,Europe,Landslide,4,338,6926,42,438,7406,57400
1998,Europe,Storm,22,108,507380,350,0,507730,3656100
1998,Europe,Wildfire,6,34,201200,0,1966,203166,1974216
1998,Oceania,Drought,6,0,585270,0,0,585270,0
1998,Oceania,Earthquake,2,4364,18398,1336,0,19734,0
1998,Oceania,Epidemic,2,228,0,0,0,0,0
1998,Oceania,Flood,14,40,30750,0,0,30750,918000
1998,Oceania,Landslide,4,26,1000,22,0,1022,0
1998,Oceania,Storm,6,0,11942,0,0,11942,0
1999,Africa,Drought,16,412,65439090,0,0,65439090,2150000
1999,Africa,Earthquake,2,44,0,350,30000,30350,121858
1999,Africa,Epidemic,98,11002,1998642,0,0,1998642,0
1999,Africa,Flood,68,790,2229362,62,753674,2983098,111830
1999,Africa,Storm,18,654,219326,3000,70920,293246,50000
1999,Africa,"Volcanic activity",2,0,5000,0,1020,6020,0
1999,Africa,Wildfire,2,8,0,10,6000,6010,0
1999,Americas,Drought,8,24,210000,0,0,210000,2900000
1999,Americas,Earthquake,14,2470,1779410,18196,906910,2704516,4497932
1999,Americas,Epidemic,8,104,5152,0,0,5152,0
1999,Americas,"Extreme temperature ",4,544,0,0,0,0,2000000
1999,Americas,Flood,46,61736,3808904,8938,1059498,4877340,7234206
1999,Americas,Landslide,8,224,400,18,8800,9218,0
1999,Americas,Storm,70,522,6584516,1992,79634,6666142,26856100
1999,Americas,"Volcanic activity",8,0,56690,0,4400,61090,0
1999,Americas,Wildfire,20,8,11600,0,8038,19638,744000
1999,Asia,Drought,18,286,132258000,0,0,132258000,7244000
1999,Asia,Earthquake,40,40912,8691510,120382,1885890,10697782,70314988
1999,Asia,Epidemic,34,1386,226768,0,0,226768,0
1999,Asia,"Extreme temperature ",4,302,0,0,0,0,0
1999,Asia,Flood,92,6872,283689392,50474,5777068,289516934,20192442
1999,Asia,Landslide,16,472,0,44,140,184,0
1999,Asia,Storm,66,22804,33755358,19780,2438090,36213228,17782646
1999,Asia,Wildfire,12,122,0,0,8000,8000,10600
1999,Europe,Drought,2,0,0,0,0,0,6400000
1999,Europe,Earthquake,8,288,238062,4080,10696,252838,8489808
1999,Europe,Epidemic,12,92,16108,0,0,16108,0
1999,Europe,"Extreme temperature ",8,696,1450000,492,0,1450492,0
1999,Europe,Flood,34,212,685790,60,32214,718064,3599520
1999,Europe,Landslide,12,194,20400,0,780,21180,1498200
1999,Europe,Storm,44,458,7004200,72,1880,7006152,37584850
1999,Europe,Wildfire,8,0,0,0,12,12,226672
1999,Oceania,Drought,2,0,168000,0,0,168000,0
1999,Oceania,Earthquake,2,24,24000,200,4000,28200,0
1999,Oceania,Epidemic,2,2,594,0,0,594,0
1999,Oceania,Flood,4,4,700,0,76000,76700,86456
1999,Oceania,Storm,14,102,20000,50,4888,24938,4399600
1999,Oceania,Wildfire,2,2,4000,0,0,4000,0
2000,Africa,Drought,6,42,6862580,0,0,6862580,0
2000,Africa,Earthquake,2,2,1500,12,70,1582,0
2000,Africa,Epidemic,126,10474,1768000,200,0,1768200,0
2000,Africa,"Extreme temperature ",4,6,0,210,0,210,1618
2000,Africa,Flood,74,2382,10756964,72,669200,11426236,1349710
2000,Africa,Landslide,8,98,0,0,930,930,0
2000,Africa,Storm,26,392,2213116,240,25700,2239056,20000
2000,Africa,Wildfire,4,0,2000,10,500,2510,20000
2000,Americas,Drought,14,0,42250,0,0,42250,2212000
2000,Americas,Earthquake,8,18,54430,226,11508,66164,100000
2000,Americas,Epidemic,6,64,200862,0,0,200862,0
2000,Americas,"Extreme temperature ",16,288,51954,0,0,51954,20000
2000,Americas,Flood,78,990,620374,244,263402,884020,1234600
2000,Americas,"Insect infestation",2,0,0,0,0,0,0
2000,Americas,Landslide,12,264,700,110,286360,287170,150000
2000,Americas,Storm,44,330,228856,1996,9630,240482,3316120
2000,Americas,"Volcanic activity",4,0,83600,0,0,83600,0
2000,Americas,Wildfire,18,44,70800,4,1370,72174,5000000
2000,Asia,Drought,26,114,155546000,0,0,155546000,3782330
2000,Asia,Earthquake,42,410,4131568,13448,694542,4839558,1399966
2000,Asia,Epidemic,74,3368,177700,0,0,177700,0
2000,Asia,"Extreme temperature ",18,764,0,1424,0,1424,2000
2000,Asia,Flood,90,8492,134430098,2634,652672,135085404,19845604
2000,Asia,Landslide,26,1538,127770,322,9290,137382,114000
2000,Asia,"Mass movement (dry)",2,22,0,0,0,0,0
2000,Asia,Storm,96,1836,21594220,4940,854472,22453632,17739740
2000,Asia,"Volcanic activity",6,0,169652,0,0,169652,4428
2000,Asia,Wildfire,10,4,0,30,2380,2410,0
2000,Europe,Drought,8,4,0,0,0,0,1316000
2000,Europe,Earthquake,8,0,1458,18,38338,39814,49840
2000,Europe,Epidemic,16,4,9636,0,0,9636,0
2000,Europe,"Extreme temperature ",24,824,0,1784,0,1784,716700
2000,Europe,Flood,68,178,412082,68,862,413012,28645090
2000,Europe,Landslide,10,124,4800,22,0,4822,660000
2000,Europe,Storm,30,148,5335000,1466,1120,5337586,3543300
2000,Europe,Wildfire,26,46,0,72,504,576,97826
2000,Oceania,Earthquake,2,4,0,0,10000,10000,0
2000,Oceania,Epidemic,4,50,7298,0,0,7298,0
2000,Oceania,Flood,6,8,1200,0,0,1200,532000
2000,Oceania,"Insect infestation",2,0,0,0,0,0,240000
2000,Oceania,Storm,8,2,2700,0,0,2700,300000
2000,Oceania,Wildfire,2,0,400,0,0,400,0
2001,Africa,Drought,24,116,25109116,0,0,25109116,0
2001,Africa,Earthquake,2,0,0,0,1400,1400,0
2001,Africa,Epidemic,108,16394,334514,0,0,334514,0
2001,Africa,Flood,72,3184,5671876,1082,31604,5704562,709076
2001,Africa,Landslide,6,72,6712,20,300,7032,0
2001,Africa,Storm,12,36,2600,82,9200,11882,0
2001,Africa,"Volcanic activity",2,0,0,0,0,0,0
2001,Africa,Wildfire,4,62,0,0,0,0,0
2001,Americas,Drought,10,82,3793192,0,0,3793192,72800
2001,Americas,Earthquake,14,2634,3618156,22514,249730,3890400,8297100
2001,Americas,Epidemic,2,2,798,0,0,798,0
2001,Americas,"Extreme temperature ",8,158,9700,10,0,9710,0
2001,Americas,Flood,58,530,1490904,494,29738,1521136,2207800
2001,Americas,Landslide,6,228,0,64,300,364,0
2001,Americas,Storm,84,450,12258832,1208,221936,12481976,14982834
2001,Americas,"Volcanic activity",2,0,45540,0,0,45540,21950
2001,Americas,Wildfire,12,4,2658,20,0,2678,0
2001,Asia,Drought,10,0,35260000,0,0,35260000,0
2001,Asia,Earthquake,30,40062,10958454,336810,4234500,15529764,6429000
2001,Asia,Epidemic,20,608,137260,0,0,137260,0
2001,Asia,"Extreme temperature ",16,1076,400000,4024,0,404024,20
2001,Asia,Flood,124,6086,59776822,7890,593920,60378632,3366648
2001,Asia,"Insect infestation",2,0,0,0,0,0,0
2001,Asia,Landslide,36,1272,63238,150,71290,134678,141200
2001,Asia,Storm,88,3252,50461886,182376,781224,51425486,12812990
2001,Asia,"Volcanic activity",4,0,166442,0,0,166442,5160
2001,Europe,Earthquake,2,0,600,0,0,600,0
2001,Europe,Epidemic,6,26,1902,0,0,1902,0
2001,Europe,"Extreme temperature ",20,2340,12000,588,0,12588,200
2001,Europe,Flood,50,220,1490552,8,400,1490960,2768700
2001,Europe,"Insect infestation",2,0,0,0,0,0,0
2001,Europe,Storm,16,80,24600,296,800,25696,1128400
2001,Europe,"Volcanic activity",2,0,0,0,0,0,6200
2001,Europe,Wildfire,8,0,0,0,0,0,0
2001,Oceania,Earthquake,2,0,0,2,400,402,0
2001,Oceania,Epidemic,2,0,2790,0,0,2790,0
2001,Oceania,"Extreme temperature ",2,0,0,0,0,0,400000
2001,Oceania,Flood,10,8,7940,62,0,8002,453000
2001,Oceania,Storm,16,10,35858,54,590,36502,115800
2001,Oceania,"Volcanic activity",2,0,9000,0,0,9000,0
2001,Oceania,Wildfire,4,0,8800,0,0,8800,180000
2002,Africa,Drought,20,1176,11886870,0,0,11886870,0
2002,Africa,Earthquake,6,94,3570,216,4000,7786,0
2002,Africa,Epidemic,98,9656,1188760,0,0,1188760,0
2002,Africa,"Extreme temperature ",2,120,0,0,0,0,0
2002,Africa,Flood,64,960,1929208,310,97600,2027118,484958
2002,Africa,Landslide,2,32,0,0,0,0,0
2002,Africa,Storm,28,178,1262200,3272,25800,1291272,228444
2002,Africa,"Volcanic activity",2,400,0,800,220000,220800,18000
2002,Africa,Wildfire,4,8,0,1000,3500,4500,0
2002,Americas,Drought,10,0,207000,0,0,207000,7020000
2002,Americas,Earthquake,2,0,1000,54,400,1454,0
2002,Americas,Epidemic,18,576,661474,0,0,661474,0
2002,Americas,"Extreme temperature ",8,128,50400,0,0,50400,0
2002,Americas,Flood,82,752,1959048,446,23350,1982844,2910100
2002,Americas,Landslide,8,450,0,28,7920,7948,22000
2002,Americas,"Mass movement (dry)",2,120,0,0,0,0,0
2002,Americas,Storm,70,616,1921674,1264,30264,1953202,14393660
2002,Americas,"Volcanic activity",8,0,299900,0,0,299900,0
2002,Americas,Wildfire,24,0,40200,22,5954,46176,624200
2002,Asia,Drought,16,0,743020000,0,0,743020000,4722950
2002,Asia,Earthquake,48,3108,1557156,8778,91668,1657602,1543428
2002,Asia,Epidemic,38,7002,538644,0,0,538644,0
2002,Asia,"Extreme temperature ",14,5620,100000,7448,0,107448,0
2002,Asia,Flood,118,6008,329240602,74214,61734,329376550,11327934
2002,Asia,Landslide,22,1394,533280,288,67044,600612,3000
2002,Asia,Storm,86,1714,218765858,3070,24208,218793136,9040200
2002,Asia,"Volcanic activity",2,0,10000,0,0,10000,0
2002,Asia,Wildfire,8,0,444,400,0,844,0
2002,Europe,Drought,2,0,0,0,0,0,0
2002,Europe,Earthquake,10,66,300,318,19000,19618,2592000
2002,Europe,Epidemic,10,6,22746,0,0,22746,0
2002,Europe,"Extreme temperature ",6,870,50000,124,0,50124,0
2002,Europe,Flood,76,752,2134294,2818,11220,2148332,38927030
2002,Europe,Landslide,6,252,562,0,0,562,360000
2002,Europe,Storm,44,166,251100,72,0,251172,5568400
2002,Europe,Wildfire,6,0,0,0,240,240,0
2002,Oceania,Drought,2,0,0,0,0,0,4000000
2002,Oceania,Earthquake,8,10,10800,146,2000,12946,0
2002,Oceania,Epidemic,4,284,4430,0,0,4430,0
2002,Oceania,Flood,4,0,6600,2,0,6602,1000
2002,Oceania,Landslide,2,72,326,22,0,348,0
2002,Oceania,Storm,18,96,22928,316,13368,36612,261000
2002,Oceania,"Volcanic activity",2,0,26000,0,0,26000,0
2002,Oceania,Wildfire,2,4,0,8,480,488,100000
2003,Africa,Drought,10,18,31239000,0,0,31239000,0
2003,Africa,Earthquake,4,4550,0,20922,400000,420922,10000000
2003,Africa,Epidemic,50,5464,162222,0,0,162222,0
2003,Africa,"Extreme temperature ",2,80,0,0,0,0,0
2003,Africa,Flood,80,848,2720730,250,152480,2873460,1073140
2003,Africa,Landslide,2,40,0,0,200,200,0
2003,Africa,Storm,22,304,291282,5376,137846,434504,0
2003,Americas,Drought,4,0,70000,0,0,70000,240000
2003,Americas,Earthquake,12,76,361180,2556,920,364656,632600
2003,Americas,Epidemic,8,774,100874,0,0,100874,0
2003,Americas,"Extreme temperature ",4,720,3679776,0,0,3679776,0
2003,Americas,Flood,83,1106,1268180,1596,473760,1743536,3109860
2003,Americas,Landslide,11,304,3620,92,720,4432,0
2003,Americas,Storm,44,414,496190,744,30962,527896,31259200
2003,Americas,"Volcanic activity",4,0,50000,0,0,50000,0
2003,Americas,Wildfire,14,38,54000,288,2070,56358,8090000
2003,Asia,Drought,6,0,102030000,0,0,102030000,2000
2003,Asia,Earthquake,58,54602,6650012,63062,886108,7599182,4729198
2003,Asia,Epidemic,36,804,9044,0,0,9044,0
2003,Asia,"Extreme temperature ",12,4146,0,400,0,400,800000
2003,Asia,Flood,114,5766,331036530,304450,2893462,334234442,31484296
2003,Asia,Landslide,26,1044,910554,764,106,911424,103922
2003,Asia,Storm,68,1238,20327344,13196,812946,21153486,10466480
2003,Asia,Wildfire,2,0,0,0,600,600,0
2003,Europe,Drought,8,0,2125150,0,0,2125150,1140000
2003,Europe,Earthquake,6,6,460,114,3600,4174,1143904
2003,Europe,Epidemic,20,2,56,0,0,56,0
2003,Europe,"Extreme temperature ",32,144450,0,0,0,0,24240000
2003,Europe,Flood,30,36,69572,0,1200,70772,5810000
2003,Europe,Storm,14,56,0,154,0,154,610100
2003,Europe,Wildfire,12,48,306400,8,0,306408,3500000
2003,Oceania,Epidemic,6,0,888,0,0,888,0
2003,Oceania,Flood,10,14,940,6,0,946,254000
2003,Oceania,Landslide,4,26,1200,42,0,1242,0
2003,Oceania,Storm,22,44,64630,200,4360,69190,332000
2003,Oceania,Wildfire,2,8,5000,300,0,5300,600000
2004,Africa,Drought,10,160,35558000,0,0,35558000,0
2004,Africa,Earthquake,16,1886,219120,3048,25458,247626,1260000
2004,Africa,Epidemic,56,4754,181082,0,0,181082,0
2004,Africa,Flood,52,534,1485380,1292,126796,1613468,0
2004,Africa,"Insect infestation",22,0,0,0,0,0,0
2004,Africa,Storm,14,824,1558050,2266,549900,2110216,500000
2004,Africa,Wildfire,2,0,0,0,1554,1554,0
2004,Americas,Drought,10,0,385000,0,0,385000,3306278
2004,Americas,Earthquake,10,20,16942,70,1130,18142,0
2004,Americas,"Extreme temperature ",16,224,678934,3600000,0,4278934,0
2004,Americas,Flood,50,7206,1264792,748,16584,1282124,1418940
2004,Americas,Landslide,6,84,13902,48,140,14090,0
2004,Americas,Storm,88,6186,12356660,5532,119522,12481714,128130160
2004,Americas,Wildfire,6,0,30400,10,564,30974,0
2004,Asia,Earthquake,52,452672,3604718,94312,2327826,6026856,76236000
2004,Asia,Epidemic,16,1736,147024,200,0,147224,0
2004,Asia,"Extreme temperature ",6,118,0,600,0,600,0
2004,Asia,Flood,112,6152,229410406,29698,770836,230210940,18410502
2004,Asia,Landslide,24,542,10400,104,160,10664,7000
2004,Asia,"Mass movement (dry)",2,88,0,26,680,706,0
2004,Asia,Storm,104,6168,26721498,29480,1205368,27956346,37519970
2004,Asia,"Volcanic activity",8,4,85656,210,0,85866,0
2004,Asia,Wildfire,2,0,4000,0,310,4310,0
2004,Europe,Drought,2,0,0,0,0,0,2676272
2004,Europe,Earthquake,6,2,1776,10,0,1786,44000
2004,Europe,"Extreme temperature ",10,168,0,226,0,226,0
2004,Europe,Flood,30,62,836324,16,18,836358,341634
2004,Europe,Storm,24,72,37800,172,0,37972,1718600
2004,Europe,Wildfire,6,28,2000,200,2000,4200,6000
2004,Oceania,Flood,14,14,39140,0,0,39140,595000
2004,Oceania,"Insect infestation",2,0,0,0,0,0,0
2004,Oceania,Storm,26,56,172690,156,7000,179846,510000
2004,Oceania,"Volcanic activity",2,0,19200,0,0,19200,0
2005,Africa,Drought,30,322,41428000,0,0,41428000,0
2005,Africa,Earthquake,6,20,10000,126,3000,13126,40000
2005,Africa,Epidemic,78,5900,543936,0,0,543936,0
2005,Africa,Flood,64,794,1250522,120,218176,1468818,28246
2005,Africa,Storm,12,216,1780,48,27246,29074,100
2005,Africa,"Volcanic activity",6,2,586000,0,0,586000,0
2005,Americas,Drought,4,0,105980,0,0,105980,0
2005,Americas,Earthquake,8,34,61318,484,0,61802,10100
2005,Americas,"Extreme temperature ",2,66,0,62,0,62,0
2005,Americas,Flood,68,1090,2035774,842,25996,2062612,3290860
2005,Americas,Landslide,4,140,5000,75,0,5075,0
2005,Americas,Storm,90,7496,13611860,1030,613240,14226130,339609000
2005,Americas,"Volcanic activity",4,4,4000,0,0,4000,0
2005,Americas,Wildfire,10,10,6000,0,2820,8820,200000
2005,Asia,Drought,10,0,17568000,0,0,17568000,924240
2005,Asia,Earthquake,34,152426,1706402,293198,10300000,12299600,13360100
2005,Asia,Epidemic,32,1868,320366,222,0,320588,0
2005,Asia,"Extreme temperature ",16,1506,2000,1100,0,3100,0
2005,Asia,Flood,168,9290,145128378,2876,1150436,146281690,22551394
2005,Asia,Landslide,18,1134,13120,138,780,14038,110000
2005,Asia,Storm,94,2652,82972578,12696,184000,83169274,17753822
2005,Asia,"Volcanic activity",2,0,52000,0,0,52000,0
2005,Asia,Wildfire,8,0,3600,0,680,4280,0
2005,Europe,"Extreme temperature ",40,604,0,1330,0,1330,800000
2005,Europe,Flood,78,326,223418,4,5290,228712,9748840
2005,Europe,Landslide,2,18,0,0,0,0,0
2005,Europe,Storm,52,116,814950,22,0,814972,12120000
2005,Europe,Wildfire,6,56,0,274,0,274,7420000
2005,Oceania,Earthquake,2,2,0,0,400,400,0
2005,Oceania,Flood,8,8,10986,0,800,11786,260000
2005,Oceania,Storm,14,20,3800,18,50,3868,104000
2005,Oceania,"Volcanic activity",4,0,40000,0,0,40000,0
2005,Oceania,Wildfire,2,27,400,40,0,440,74000
2006,Africa,Drought,6,0,7514000,0,0,7514000,0
2006,Africa,Earthquake,4,16,320,90,3180,3590,0
2006,Africa,Epidemic,106,12704,372746,0,0,372746,0
2006,Africa,Flood,112,2942,3960540,286,276404,4237230,457780
2006,Africa,"Insect infestation",2,0,0,0,0,0,0
2006,Africa,Landslide,2,48,4000,0,0,4000,0
2006,Africa,Storm,10,16,175294,142,3808,179244,0
2006,Africa,"Volcanic activity",2,0,0,0,0,0,0
2006,Americas,Drought,2,0,0,0,0,0,0
2006,Americas,Earthquake,4,0,39978,20,0,39998,300000
2006,Americas,Epidemic,4,40,200560,0,0,200560,0
2006,Americas,"Extreme temperature ",10,400,0,0,0,0,0
2006,Americas,Flood,72,604,1625390,594,3310,1629294,3386600
2006,Americas,Landslide,4,42,0,0,0,0,0
2006,Americas,Storm,34,226,582730,532,0,583262,9461120
2006,Americas,"Volcanic activity",12,10,640900,26,0,640926,300000
2006,Americas,Wildfire,8,10,2872,36,534,3442,132000
2006,Asia,Drought,6,268,40200000,0,0,40200000,5820000
2006,Asia,Earthquake,36,13368,5681476,280680,1686800,7648956,6452906
2006,Asia,Epidemic,10,60,15196,0,0,15196,0
2006,Asia,"Extreme temperature ",4,262,0,200,0,200,0
2006,Asia,Flood,198,8008,45515112,3514,8964170,54482796,11436654
2006,Asia,Landslide,28,3148,662660,134,176600,839394,80292
2006,Asia,"Mass movement (dry)",2,22,0,10,0,10,0
2006,Asia,Storm,82,8364,132184242,26558,1223158,133433958,23559842
2006,Asia,"Volcanic activity",4,0,109698,0,0,109698,0
2006,Asia,Wildfire,2,0,0,400,0,400,28000
2006,Europe,Drought,2,0,0,0,0,0,451146
2006,Europe,Earthquake,4,0,25050,84,0,25134,110000
2006,Europe,"Extreme temperature ",34,8990,100000,23308,0,123308,2000000
2006,Europe,Flood,60,122,229524,4,10000,239528,323850
2006,Europe,Landslide,2,8,300,18,0,318,0
2006,Europe,Storm,18,52,2400,1204,0,3604,20000
2006,Europe,Wildfire,2,8,0,0,0,0,1318000
2006,Oceania,Drought,2,0,0,0,0,0,0
2006,Oceania,Flood,10,10,5848,0,24000,29848,7000
2006,Oceania,Landslide,4,30,600,0,20000,20600,0
2006,Oceania,Storm,8,0,4336,60,14000,18396,2364708
2006,Oceania,"Volcanic activity",6,0,6598,0,0,6598,0
2006,Oceania,Wildfire,6,8,0,0,282,282,200000
2007,Africa,Drought,12,0,8135500,0,0,8135500,0
2007,Africa,Epidemic,48,9346,264646,0,0,264646,0
2007,Africa,"Extreme temperature ",2,44,0,0,0,0,0
2007,Africa,Flood,127,1863,8862488,1323,1209704,10073515,1028282
2007,Africa,Landslide,2,40,0,12,0,12,0
2007,Africa,Storm,18,224,746390,642,31000,778032,482400
2007,Africa,"Volcanic activity",2,10,4000,0,0,4000,0
2007,Africa,Wildfire,6,72,3000,0,3200,6200,0
2007,Americas,Drought,4,0,2000000,0,0,2000000,600000
2007,Americas,Earthquake,18,1214,1364830,3302,3730,1371862,1400000
2007,Americas,Epidemic,2,2,456,0,0,456,0
2007,Americas,"Extreme temperature ",10,164,1769144,0,0,1769144,0
2007,Americas,Flood,78,1312,10629940,966,65698,10696604,9216000
2007,Americas,Landslide,4,32,10000,0,0,10000,0
2007,Americas,Storm,80,1474,1824464,1188,63296,1888948,16128252
2007,Americas,"Volcanic activity",2,0,6000,0,0,6000,0
2007,Americas,Wildfire,8,32,1550000,128,1854,1551982,5690000
2007,Asia,Drought,4,0,0,0,0,0,0
2007,Asia,Earthquake,18,238,1200316,8860,154936,1364112,27584000
2007,Asia,Epidemic,22,1620,683634,0,0,683634,0
2007,Asia,"Extreme temperature ",14,768,200000,6050,0,206050,0
2007,Asia,Flood,186,13906,334518806,10972,563506,335093284,17806348
2007,Asia,Landslide,14,470,7984,8,0,7992,0
2007,Asia,Storm,58,9872,44710398,111878,113308,44935584,23701516
2007,Asia,"Volcanic activity",8,12,91896,30,0,91926,0
2007,Asia,Wildfire,2,2,0,30,0,30,0
2007,Europe,Drought,2,0,420788,0,0,420788,812000
2007,Europe,Earthquake,4,4,9000,26,15000,24026,960000
2007,Europe,"Extreme temperature ",24,1196,704,278,0,982,0
2007,Europe,Flood,38,94,756212,22,60000,816234,18447504
2007,Europe,Storm,44,150,14336,298,4634,19268,18604000
2007,Europe,Wildfire,20,190,2003786,206,7830,2011822,3504908
2007,Oceania,Earthquake,2,104,4750,18,0,4768,0
2007,Oceania,Flood,6,30,11800,0,0,11800,2674000
2007,Oceania,Storm,10,350,326478,0,180,326658,201304
2008,Africa,Drought,18,8,35885000,0,0,35885000,0
2008,Africa,Earthquake,4,94,34710,1286,0,35996,14000
2008,Africa,Epidemic,66,13436,484282,206,0,484488,0
2008,Africa,Flood,94,1068,1990898,590,39558,2031046,698528
2008,Africa,Landslide,2,20,0,40,0,40,0
2008,Africa,"Mass movement (dry)",2,196,0,144,1250,1394,0
2008,Africa,Storm,20,258,1017436,1368,505676,1524480,160000
2008,Africa,Wildfire,4,166,0,96,6000,6096,860000
2008,Americas,Drought,4,8,91000,0,0,91000,0
2008,Americas,Earthquake,4,22,4200,114,3400,7714,20000
2008,Americas,Epidemic,12,316,351720,0,0,351720,0
2008,Americas,"Extreme temperature ",2,0,0,0,0,0,0
2008,Americas,Flood,72,1250,31719600,580,77114,31797294,24115394
2008,Americas,Landslide,6,152,0,32,0,32,0
2008,Americas,"Mass movement (dry)",2,24,0,0,0,0,0
2008,Americas,Storm,88,2078,7483530,1408,3260,7488198,99946396
2008,Americas,"Volcanic activity",10,32,60702,14,0,60716,0
2008,Americas,Wildfire,4,2,110000,40,600,110640,4000000
2008,Asia,Drought,10,0,32160000,0,0,32160000,468000
2008,Asia,Earthquake,34,175690,93528670,739798,830580,95099048,171558000
2008,Asia,Epidemic,6,56,10286,0,0,10286,0
2008,Asia,"Extreme temperature ",10,3064,158341004,364,0,158341368,43880000
2008,Asia,Flood,130,5556,50458090,776,4978676,55437542,7444366
2008,Asia,Landslide,16,836,10000,226,0,10226,0
2008,Asia,Storm,84,279576,22178436,43912,36610,22258958,13579810
2008,Asia,"Volcanic activity",2,0,1200,0,0,1200,0
2008,Asia,Wildfire,2,4,0,0,600,600,0
2008,Europe,Earthquake,4,30,17206,680,0,17886,0
2008,Europe,"Extreme temperature ",6,218,0,1000,0,1000,0
2008,Europe,Flood,18,130,486794,0,76,486870,2562000
2008,Europe,Storm,26,42,6480,232,1200,7912,6760000
2008,Oceania,Flood,18,14,168600,0,170,168770,4130000
2008,Oceania,"Mass movement (dry)",2,20,0,0,0,0,0
2008,Oceania,Storm,4,16,24000,0,0,24000,900000
2008,Oceania,"Volcanic activity",2,0,18000,0,0,18000,0
2009,Africa,Drought,10,0,41960000,0,0,41960000,0
